id,title,phaseId,dateCreated,technique,dimensions,colorPalette,emotionalRegister,imageUrl,imageKey,thumbnailUrl,journalExcerpt,neonReading,seriesName,isPublished,sortOrder,createdAt,updatedAt,featured,slug,medium,year,curatorialHook,conceptTags
120037,Absurdity of Meaning No. 10,30001,2018-03,Ink and acrylic paint on Saunders Waterford 300gsm hot press cotton rag paper,56cm x 76cm,"Black, White",sustained tension,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph1/1766825239047-peteryuill_absurdityofmeaning10.jpg,works/ph1/1766825239047-peteryuill_absurdityofmeaning10.jpg,,The tenth iteration. The dialogue continues without resolution.,Tenth iteration. The series demonstrates that the existential question is not meant to be answered but inhabited. The practice of asking replaces the need for an answer. Sustained tension as method.,Absurdity of Meaning,1,10,Sat Dec 27 2025 08:47:22 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:39 GMT-0500 (Eastern Standard Time),0,absurdity-of-meaning-no-10-120037,Ink and acrylic paint on Saunders Waterford 300gsm hot press cotton rag paper,2018,Ten iterations prove that the existential question is intended to be inhabited rather than answered.,"Ink,Paper"
120038,Absurdity of Meaning No. 11,30001,2018-03,Ink and acrylic paint on Saunders Waterford 300gsm hot press cotton rag paper,76cm x 56cm,"Black, White",heavy oppression,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph1/1766825242802-peteryuill_absurdityofmeaning11.jpg,works/ph1/1766825242802-peteryuill_absurdityofmeaning11.jpg,,A massive black sphere rests atop a delicate torus. The visual weight is crushing. Gravity as an existential metaphor.,"A massive black sphere atop a delicate torus. The visual weight is crushing. Unlike the bars which cut, this sphere presses down. The heavy, mute presence of the Absurd bearing down on the fragile structure of human logic. Gravity as existential metaphor. The torus holds. Barely.",Absurdity of Meaning,1,11,Sat Dec 27 2025 08:47:26 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:39 GMT-0500 (Eastern Standard Time),0,absurdity-of-meaning-no-11-120038,Ink and acrylic paint on Saunders Waterford 300gsm hot press cotton rag paper,2018,"The heavy, mute presence of the Absurd crushes the delicate structure of logic, moving from ""cut"" to ""weight.""","Ink,Paper"
120039,Absurdity of Meaning No. 12,30001,2018-03,Ink and acrylic paint on Saunders Waterford 300gsm hot press cotton rag paper,76cm x 56cm,"Black, White",dual eclipse,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph1/1766825247073-peteryuill_absurdityofmeaning12.jpg,works/ph1/1766825247073-peteryuill_absurdityofmeaning12.jpg,,Variation on the sphere/torus interaction. The relationship feels celestial—an eclipse of meaning.,Sphere/torus interaction reads as celestial: an eclipse of meaning. The solid black form and the torus's central void align into a portrait of absence meeting absence. Two kinds of nothing in conversation.,Absurdity of Meaning,1,12,Sat Dec 27 2025 08:47:30 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:40 GMT-0500 (Eastern Standard Time),0,absurdity-of-meaning-no-12-120039,Ink and acrylic paint on Saunders Waterford 300gsm hot press cotton rag paper,2018,A dual eclipse where the solid black form and the torus void align in a portrait of absence meeting absence.,"Ink,Paper"
120040,Absurdity of Meaning No. 13,30001,2018-03,Ink and acrylic paint on Saunders Waterford 300gsm hot press cotton rag paper,76cm x 56cm,"Black, White",culminating statement,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph1/1766825250756-peteryuill_absurdityofmeaning13_1_.jpg,works/ph1/1766825250756-peteryuill_absurdityofmeaning13_1_.jpg,,"The final work of the core series. Not an ending, but a threshold.","Thirteenth work. Completion of the initial cycle. Not ending but threshold. The question remains open, but the vocabulary has been established. The artist can now say what he needs to say. The language exists. The conversation is not over. It is equipped.",Absurdity of Meaning,1,13,Sat Dec 27 2025 08:47:51 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:40 GMT-0500 (Eastern Standard Time),0,absurdity-of-meaning-no-13-120040,Ink and acrylic paint on Saunders Waterford 300gsm hot press cotton rag paper,2018,"The completion of the initial cycle, establishing the threshold for all subsequent geometric vocabulary.","Ink,Paper"
120041,Geometric Abstraction No. 4,30001,2018,Ink and acrylic paint on Saunders Waterford 300gsm hot press cotton rag paper,56cm x 76cm,"Black, White",pure form,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph1/1766825271128-peteryuill_geometricabstraction_4_1_.jpg,works/ph1/1766825271128-peteryuill_geometricabstraction_4_1_.jpg,,"The geometry without the conflict. Pure form, pure line, pure meditation.","The geometry without the conflict. Pure form, pure line, pure meditation. Without the black bars, the torus exists in a state of pure potential. Geometry before the fall. Evidence that the form itself, prior to the Absurdist intervention, carries its own quiet charge.",Absurdity of Meaning,1,14,Sat Dec 27 2025 08:48:17 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:41 GMT-0500 (Eastern Standard Time),0,geometric-abstraction-no-4-120041,Ink and acrylic paint on Saunders Waterford 300gsm hot press cotton rag paper,2018,"Geometry before the fall, where the torus exists in a state of pure potential without the conflict of the black bar.","Ink,Paper"
120042,Geometric Abstraction No. 5,30001,2018,Ink and acrylic paint on Saunders Waterford 300gsm hot press cotton rag paper,56cm x 76cm,"Black, White",expanding complexity,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph1/1766825297824-peteryuill_geometricabstraction_5_1_.jpg,works/ph1/1766825297824-peteryuill_geometricabstraction_5_1_.jpg,,"The forms grow more complex. Each line is a decision, each curve a commitment.","Forms grow more complex. Each line a decision, each curve a commitment. The density of hand-drawn lines demonstrates the no-undo discipline: every stroke permanent, every decision irreversible. The accumulation of commitment made visible.",Absurdity of Meaning,1,15,Sat Dec 27 2025 08:48:40 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:41 GMT-0500 (Eastern Standard Time),0,geometric-abstraction-no-5-120042,Ink and acrylic paint on Saunders Waterford 300gsm hot press cotton rag paper,2018,"The ""no-undo"" discipline is literalized in the density of lines, marking each stroke as an irreversible decision.","Ink,Paper"
120043,Geometric Abstraction No. 6,30001,2018,Ink and acrylic paint on Saunders Waterford 300gsm hot press cotton rag paper,56cm x 76cm,"Black, White",topological fold,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph1/1766825321119-peteryuill_geometricabstraction_6_1_.jpg,works/ph1/1766825321119-peteryuill_geometricabstraction_6_1_.jpg,,"A folded torus, revealing the ""saddle"" geometry. The lines cross and weave, creating a fabric of ink.","A folded torus revealing saddle geometry. Lines cross and weave, creating a fabric of ink. A map of a thought turning back on itself. The complexity of the fold documents the topology of recursive consciousness while demonstrating technical mastery of the hand-drawn algorithm.",Absurdity of Meaning,1,16,Sat Dec 27 2025 08:48:45 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:41 GMT-0500 (Eastern Standard Time),0,geometric-abstraction-no-6-120043,Ink and acrylic paint on Saunders Waterford 300gsm hot press cotton rag paper,2018,Technical mastery of the hand-drawn algorithm creates a fabric of logic where the geometry turns back on itself.,"Ink,Paper"
120044,Geometric Abstraction No. 7,30001,2018,Ink and acrylic paint on Saunders Waterford 300gsm hot press cotton rag paper,56cm x 76cm,"Black, White",sustained precision,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph1/1766825325436-peteryuill_geometricabstraction_7_1_.jpg,works/ph1/1766825325436-peteryuill_geometricabstraction_7_1_.jpg,,The discipline continues. Hours of hand-drawn lines accumulate into form.,"Hours of hand-drawn lines accumulate into form. The discipline continues. The form emerges from sustained labor, not despite it. Each work represents a meditative session measured in hours. The practice is the product.",Absurdity of Meaning,1,17,Sat Dec 27 2025 08:48:50 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:42 GMT-0500 (Eastern Standard Time),0,geometric-abstraction-no-7-120044,Ink and acrylic paint on Saunders Waterford 300gsm hot press cotton rag paper,2018,"Form emerges from hours of meditative labor, where the discipline of accumulation becomes the work itself.","Ink,Paper"
120045,Geometric Abstraction No. 8,30001,2018,Ink and acrylic paint on Saunders Waterford 300gsm hot press cotton rag paper,56cm x 76cm,"Black, White",deepening density,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph1/1766825330777-peteryuill_geometricabstraction_8_1_.jpg,works/ph1/1766825330777-peteryuill_geometricabstraction_8_1_.jpg,,The line density increases. The moiré effect intensifies.,"Line density increases. The moiré effect intensifies. As strokes accumulate beyond a certain threshold, the static image begins to breathe. The optical vibration is emergent: no individual line causes it. The aggregate does. System behavior that no single element can produce.",Absurdity of Meaning,1,18,Sat Dec 27 2025 08:48:56 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:42 GMT-0500 (Eastern Standard Time),0,geometric-abstraction-no-8-120045,Ink and acrylic paint on Saunders Waterford 300gsm hot press cotton rag paper,2018,An intensification of line density that causes the static image to breathe through the moiré effect.,"Ink,Paper"
120046,Geometric Abstraction No. 9,30001,2018,Ink and acrylic paint on Saunders Waterford 300gsm hot press cotton rag paper,56cm x 76cm,"Black, White",high-frequency moiré,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph1/1766825336740-peteryuill_geometricabstraction_9_1_.jpg,works/ph1/1766825336740-peteryuill_geometricabstraction_9_1_.jpg,,"Dense concentric torus. The line density is extremely high, creating intense optical vibration.",Dense concentric torus. Line density reaches critical mass where individual strokes disappear and become a field of frequency. Visual resonance: geometry aspiring to the condition of sound. The hum. You can almost hear it.,Absurdity of Meaning,1,19,Sat Dec 27 2025 08:49:03 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:43 GMT-0500 (Eastern Standard Time),0,geometric-abstraction-no-9-120046,Ink and acrylic paint on Saunders Waterford 300gsm hot press cotton rag paper,2018,"Individual strokes disappear into a field of visual resonance, where geometry aspires to the condition of sound.","Ink,Paper"
120047,Geometric Abstraction No. 10,30001,2018,Ink and acrylic paint on Saunders Waterford 300gsm hot press cotton rag paper,56cm x 76cm,"Black, White",approaching transcendence,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph1/1766825343129-peteryuill_geometricabstraction_10_1_.jpg,works/ph1/1766825343129-peteryuill_geometricabstraction_10_1_.jpg,,The forms begin to suggest something beyond themselves.,"At this density, the geometry begins to suggest something beyond pure form: a portal, a frequency, a state of mind. The line-work has crossed a threshold where representation of the torus yields to activation of the field. The suggestion of elsewhere.",Absurdity of Meaning,1,20,Sat Dec 27 2025 08:49:08 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:43 GMT-0500 (Eastern Standard Time),0,geometric-abstraction-no-10-120047,Ink and acrylic paint on Saunders Waterford 300gsm hot press cotton rag paper,2018,The high density of form begins to suggest a portal or a transcendent state of mind.,"Ink,Paper"
120048,Geometric Abstraction No. 11,30001,2018,Ink and acrylic paint on Saunders Waterford 300gsm hot press cotton rag paper,56cm x 76cm,"Black, White",near-completion,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph1/1766825348941-peteryuill_geometricabstraction_11.jpg,works/ph1/1766825348941-peteryuill_geometricabstraction_11.jpg,,The series approaches its end. The vocabulary is complete.,"The geometric vocabulary approaches completion. The series nears its end, not through exhaustion but through having established the full range of the formal language. Everything that follows across all subsequent phases will draw on what was built here.",Absurdity of Meaning,1,21,Sat Dec 27 2025 08:49:12 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:44 GMT-0500 (Eastern Standard Time),0,geometric-abstraction-no-11-120048,Ink and acrylic paint on Saunders Waterford 300gsm hot press cotton rag paper,2018,The culmination of a geometric vocabulary that will serve as the foundation for the entire seven-year cosmology.,"Ink,Paper"
120049,Geometric Abstraction No. 12,30001,2018,Ink and acrylic paint on Saunders Waterford 300gsm hot press cotton rag paper,76cm x 56cm,"Black, White",vertical totem,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph1/1766825352133-peteryuill_geometricabstraction_12.jpg,works/ph1/1766825352133-peteryuill_geometricabstraction_12.jpg,,Vertical arrangement of torus forms. A totem of pure geometry.,"Vertical arrangement of torus forms. A totem of pure geometry. Verticality suggests hierarchy or spine. Even without the absurdist bars, the structure feels precarious: balanced on a razor's edge of precision. The geometry holds because the hand held.",Absurdity of Meaning,1,22,Sat Dec 27 2025 08:49:15 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:44 GMT-0500 (Eastern Standard Time),0,geometric-abstraction-no-12-120049,Ink and acrylic paint on Saunders Waterford 300gsm hot press cotton rag paper,2018,"A totem of pure geometry that stands on a razor's edge of precision, suggesting a vertical hierarchy","Ink,Paper"
120051,Mathematical Meditation No. 1,30001,2018,Ink and acrylic paint on Saunders Waterford 300gsm hot press cotton rag paper,50cm x 50cm,"Black, White",contemplative violence,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph1/1766825355355-peteryuill_mathematicalmeditation1_1_.jpg,works/ph1/1766825355355-peteryuill_mathematicalmeditation1_1_.jpg,,The first of the meditations. Mathematics as a form of prayer.,"The title is deliberately paradoxical: mathematics as meditation, logic as devotion. Square format. The work attempts to reconcile rational structure with spiritual practice. The first of the meditations. The prayer begins.",Absurdity of Meaning,1,23,Sat Dec 27 2025 08:49:24 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:45 GMT-0500 (Eastern Standard Time),0,mathematical-meditation-no-1-120051,Ink and acrylic paint on Saunders Waterford 300gsm hot press cotton rag paper,2018,"A paradoxical attempt to reconcile the rational and the spiritual, framing logic as a form of prayer.","Ink,Paper"
120053,Mathematical Meditation No. 2,30001,2018,Ink and acrylic paint on Saunders Waterford 300gsm hot press cotton rag paper,76cm x 56cm,"Black, White",violent redaction,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph1/1766825364852-peteryuill_mathematicalmeditation2_1_.jpg,works/ph1/1766825364852-peteryuill_mathematicalmeditation2_1_.jpg,,A torus slashed by multiple aggressive black bars—diagonal and vertical. The violence is palpable.,"The most aggressive work of the PH1 set. A torus slashed by multiple black bars, diagonal and vertical. The bars do not merely interrupt; they attack. The frustration of the seeker visualized: the answer is not just missing. It is actively withheld.",Absurdity of Meaning,1,24,Sat Dec 27 2025 08:49:30 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:45 GMT-0500 (Eastern Standard Time),0,mathematical-meditation-no-2-120053,Ink and acrylic paint on Saunders Waterford 300gsm hot press cotton rag paper,2018,"A visualization of the seeker's frustration, where black bars aggressively withhold the answers from the geometric structure.","Ink,Paper"
120055,There Lay an Invincible Summer,30001,2018,Ink and acrylic paint on Saunders Waterford 300gsm hot press cotton rag paper,120cm x 120cm,"Black, White",defiant hope,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph1/1766825370507-peteryuill_there_lay_an_invincible_summer.jpg,works/ph1/1766825370507-peteryuill_there_lay_an_invincible_summer.jpg,,"From Camus: ""In the midst of winter, I found there was, within me, an invincible summer."" The title is a declaration of survival.","From Camus: ""In the midst of winter, I found there was, within me, an invincible summer."" The title is a declaration of survival. This work marks the pivot from questioning to affirming. The Absurd remains. So does the will to create despite it. 120cm square. Defiance codified in geometry.",Absurdity of Meaning,1,25,Sat Dec 27 2025 08:49:52 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:45 GMT-0500 (Eastern Standard Time),0,there-lay-an-invincible-summer-120055,Ink and acrylic paint on Saunders Waterford 300gsm hot press cotton rag paper,2018,A declaration of survival and the will to create despite the winter of the Absurd.,"Ink,Paper"
120056,I Wonder If I Really Exist,30001,2018,Ink and acrylic paint on Saunders Waterford 300gsm hot press cotton rag paper,120cm x 160cm,"Black, White",existential doubt,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph1/1766825393028-peteryuill_iwonderifireallyexist_1_.jpg,works/ph1/1766825393028-peteryuill_iwonderifireallyexist_1_.jpg,,"The fundamental question. Not ""what is the meaning of life?"" but ""am I even here to ask?""","The fundamental question stripped to its most basic form. Not ""what is the meaning of life?"" but ""am I even here to ask?"" Before meaning, before purpose: existence itself is uncertain. 120cm × 160cm. The largest work in PH1. The doubt required scale.",Absurdity of Meaning,1,26,Sat Dec 27 2025 08:49:56 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:46 GMT-0500 (Eastern Standard Time),0,i-wonder-if-i-really-exist-120056,Ink and acrylic paint on Saunders Waterford 300gsm hot press cotton rag paper,2018,The fundamental doubt that strips the existential question down to the uncertainty of existence itself,"Ink,Paper"
120057,Theatre of Memory,30001,2018,Ink and acrylic paint on Saunders Waterford 300gsm hot press cotton rag paper,120cm x 120cm,"Black, White",mnemonic architecture,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph1/1766825397041-peteryuill_theatre_of_memory.jpg,works/ph1/1766825397041-peteryuill_theatre_of_memory.jpg,,Reference to Giulio Camillo's memory palace. The geometry as a container for thought.,Reference to Giulio Camillo's memory palace. The geometry as architectural container for thought. The torus becomes a mnemonic structure: a Renaissance memory palace built from ink lines. The architecture of consciousness. Thought housed in form.,Absurdity of Meaning,1,27,Sat Dec 27 2025 08:50:02 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:46 GMT-0500 (Eastern Standard Time),0,theatre-of-memory-120057,Ink and acrylic paint on Saunders Waterford 300gsm hot press cotton rag paper,2018,"The torus as a container for thought, referencing the Renaissance tradition of organizing knowledge within architectural structures","Ink,Paper"
150001,Constructivist Composition with Burnt Orange Bar,30002,2018-06,Ink and acrylic on canvas,200cm x 150cm,"Black, White, Burnt Orange",dynamic tension,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph1a/sp_peteryuill_com.jpg,works/ph1a/sp_peteryuill_com.jpg,,"The burnt orange bar was a site-specific adaptation — the client wanted warmth to match the interior. I drew from Constructivist precedents, allowing the bars to collide at angles rather than remain rectilinear.","The first warm color in the practice. Burnt orange is not spiritual gold or grounding copper; it is architectural color, adapted to match corporate interiors. The Constructivist arrangement references Russian avant-garde geometry as revolutionary architecture. Bars collide at angles rather than remaining rectilinear. The existential vocabulary deployed into commercial space for the first time.",Institutional Commissions,1,1,Sat Dec 27 2025 12:00:30 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:47 GMT-0500 (Eastern Standard Time),0,constructivist-composition-with-burnt-orange-bar-150001,Ink and acrylic on canvas,2018,"⁷The first introduction of architectural color, using Russian avant-garde precedents to collide geometry at angles.",Ink
150002,Torus No. 1 (soho House Commission),30002,2018-08,"Ink, gold leaf, and copper leaf on mounted paper",150cm x 100cm,"Black, White, Gold, Copper",alchemical duality,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph1a/torus_1_soho_house_peteryuill.jpg,works/ph1a/torus_1_soho_house_peteryuill.jpg,,"The gold and copper bars side by side — this was the first time I explicitly coded the binary. Gold (solar, spiritual, transcendent) and copper (earthly, grounding, embodied). The torus moves between them as a continuous current.","The gold-copper binary crystallized. Two metallic bars side by side, functioning as energetic poles: gold (solar, spiritual, transcendent) and copper (earthly, grounding, embodied). The torus moves between them as a continuous current. Not decoration. Alchemical coding installed in a members' club.",Institutional Commissions,1,2,Sat Dec 27 2025 12:00:32 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:47 GMT-0500 (Eastern Standard Time),0,torus-no-1-soho-house-commission-150002,"Ink, gold leaf, and copper leaf on mounted paper",2018,"The gold-copper binary is crystallized for the first time, establishing the alchemical current between solar and earthly poles.","Ink,Paper"
150003,"Torus No. 2 (soho House Commission, Copper Grounding)",30002,2018-09,Ink and copper leaf on mounted paper,150cm x 100cm,"Black, White, Copper",grounded foundation,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph1a/torus_2_soho_house-peteryuill.jpg,works/ph1a/torus_2_soho_house-peteryuill.jpg,,"The copper plane covering the lower third — this was about grounding. The torus (eternal, celestial) rests on copper (earthly, temporal). Transcendence requires a foundation. You cannot ascend without being rooted.",Copper plane covering the lower third. The torus rests on copper: the eternal on the temporal. Transcendence requires foundation. You cannot ascend without being rooted. The inverted hierarchy of spiritual abstraction: the ground comes first.,Institutional Commissions,1,3,Sat Dec 27 2025 12:00:32 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:48 GMT-0500 (Eastern Standard Time),0,torus-no-2-soho-house-commission-copper-grounding-150003,Ink and copper leaf on mounted paper,2018,An inversion of spiritual hierarchy where the copper floor provides the necessary foundation for the torus to stand.,"Ink,Paper"
150004,Torus No. 3 (yin-yang Composition with Gold Plane),30002,2018-11,Ink and gold leaf on paper,80cm x 80cm,"Black, White, Gold",cosmological balance,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph1a/torus_3_peteryuill_1.jpg,works/ph1a/torus_3_peteryuill_1.jpg,,The figure-eight torus with a gold plane covering half the composition — this was my attempt to visualize the Taoist yin-yang principle through Western geometric abstraction. Opposites interpenetrate.,Figure-eight torus with gold plane covering half the composition. Taoist yin-yang principle rendered through Western geometric abstraction. Opposites interpenetrate. The gold is not covering the geometry; it is completing it. East-West synthesis enacted at the structural level.,Institutional Commissions,1,4,Sat Dec 27 2025 12:00:33 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:48 GMT-0500 (Eastern Standard Time),0,torus-no-3-yin-yang-composition-with-gold-plane-150004,Ink and gold leaf on paper,2018,"Western geometric abstraction is used to literalize Taoist principles, showing that opposites interpenetrate to complete the whole.","Ink,Paper"
150005,Torus No. 4 (dual-torus Chain with Gold Accent),30002,2019-01,Ink and gold leaf on paper,100cm x 100cm,"Black, White, Gold",systemic flow,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph1a/torus_4_peteryuill.jpg,works/ph1a/torus_4_peteryuill.jpg,,"Two interlocking tori, linked in a continuous chain. The gold bar marks a specific point in the flow — a caesura, a threshold. This was when I started thinking about geometry as network, not just isolated form.","Two interlocking tori linked in continuous chain. Gold bar marks a specific point in the flow: a caesura, a threshold. The introduction of multiplicity. Geometry as network, not isolated form. The shift from existential rupture toward systemic thinking. The gold doesn't shatter. It highlights.",Institutional Commissions,1,5,Sat Dec 27 2025 12:00:34 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:48 GMT-0500 (Eastern Standard Time),0,torus-no-4-dual-torus-chain-with-gold-accent-150005,Ink and gold leaf on paper,2019,"A shift from existential rupture to systemic thinking, where geometry is framed as a network of interlocking forms.","Ink,Paper"
150006,Peninsula Hotels Installation View 1,30002,2019-03,"Ink, gold, and copper on mounted paper (large-scale)",200cm x 300cm,"Black, White, Gold, Copper",institutional presence,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph1a/Peninsula_hotel_1.jpg,works/ph1a/Peninsula_hotel_1.jpg,,"Installed at Peninsula Hotels. The works function as threshold markers — elevator lobbies, suite entrances. They had to hold their ground in high-traffic, brightly-lit spaces. The geometry becomes ambient presence, not demanding attention but offering depth to those who pause.",The institutional test. The geometry is no longer private studio work; it is public architecture. Threshold markers in elevator lobbies and suite entrances. Thousands of people walk past. Most will not stop. The works do not need to be understood to be real. Their presence is the point.,Institutional Commissions,1,6,Sat Dec 27 2025 12:00:34 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:49 GMT-0500 (Eastern Standard Time),0,peninsula-hotels-installation-view-1-150006,"Ink, gold, and copper on mounted paper (large-scale)",2019,Geometry as ambient threshold markers that offer depth to those who pause in high-traffic institutional spaces.,"Ink,Paper"
150007,Peninsula Hotels Installation View 2,30002,2019-03,"Ink, gold, and copper on mounted paper (large-scale)",200cm x 300cm,"Black, White, Gold, Copper",institutional presence,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph1a/Peninsula_hotel_2.jpg,works/ph1a/Peninsula_hotel_2.jpg,,"Same installation, different angle. The exposed ductwork and industrial ceiling contrast with the precision of the geometry. The work absorbs the architectural context without being diminished by it.","Installation documentation, alternate angle. Moiré patterns created by dense micro-lines change as the viewer moves. The works appear to breathe, pulse, rotate. Time-based abstraction in a static medium: the work unfolds over duration, not in a single glance. Industrial ceiling contrasts the geometry's precision without diminishing it.",Institutional Commissions,1,7,Sat Dec 27 2025 12:00:35 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:49 GMT-0500 (Eastern Standard Time),0,peninsula-hotels-installation-view-2-150007,"Ink, gold, and copper on mounted paper (large-scale)",2019,Time-based abstraction where the breathing moiré patterns unfold over duration as the viewer moves.,"Ink,Paper"
150008,Peninsula Hotels Installation View 3,30002,2019-03,"Ink, gold, and copper on mounted paper (large-scale)",200cm x 300cm,"Black, White, Gold, Copper",institutional presence,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph1a/Peninsula_hotel_3.jpg,works/ph1a/Peninsula_hotel_3.jpg,,"The natural light from the windows changes how the gold and copper read throughout the day. The works are temporally alive — they look different at dawn, noon, dusk.","Natural light from windows alters how gold and copper read throughout the day. The works are temporally alive: different at dawn, noon, dusk. Phenomenological installation functioning at multiple scales. Close-up: hand-drawn micro-lines visible. Mid-range: composition reads as whole. Far view: work functions as architectural element.",Institutional Commissions,1,8,Sat Dec 27 2025 12:00:36 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:50 GMT-0500 (Eastern Standard Time),0,peninsula-hotels-installation-view-3-150008,"Ink, gold, and copper on mounted paper (large-scale)",2019,"Temporally alive works that function at multiple scales, from hand-drawn micro-lines to architectural elements.","Ink,Paper"
150009,Peninsula Hotels Installation View 4,30002,2019-03,"Ink, gold, and copper on mounted paper (large-scale)",200cm x 300cm,"Black, White, Gold, Copper",institutional presence,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph1a/Peninsula_hotel_4.jpg,works/ph1a/Peninsula_hotel_4.jpg,,Close-up view showing the density of the hand-drawn lines. Each work required 40–80 hours of labor. The no-undo constraint creates psychological presence — each line carries weight.,"Close-up revealing the density of hand-drawn lines. 40-80 hours of labor per work. The no-undo constraint creates psychological presence: each line carries weight. Slight variations in line weight, subtle misalignments. The tension between aspiration (mathematical perfection) and reality (human fallibility). The hand is never invisible.",Institutional Commissions,1,9,Sat Dec 27 2025 12:00:37 GMT-0500 (Eastern Standard Time),Thu Feb 12 2026 15:47:50 GMT-0500 (Eastern Standard Time),0,peninsula-hotels-installation-view-4-150009,"Ink, gold, and copper on mounted paper (large-scale)",2019,The tension between mathematical aspiration and human fallibility is made visible through the visible touch of the hand at scale.,"Ink,Paper"
