id,title,dateCreated,dimensions,technique,colorPalette,emotionalRegister,seriesName,phaseCode,phaseName,phaseYear,imageUrl,thumbnailUrl,isFeatured,sortOrder,journalExcerpt,neonReading
210008,Portal (Nested Eye),2024-07 to 2024-08,Variable (large format),Chinese and Western inks on paper,"Black, cyan, magenta, purple, teal",looking back,Portals,PH4,Nomadic – Emotional Crisis & Expressionism,2024,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240717_142027.jpg,,0,37,"The moment color breaks the geometry. After years of strict monochrome sacred geometry, the Vietnam fieldwork broke the seal on color. But this isn't decorative—it's structural.",A 'looking back' aperture with a sharp black pupil and cyan/magenta iris. The portal has become an eye—the work watches you as you watch it.
210004,Ink Storm (Purple Flare),2024-07 to 2024-08,Variable (large format),Chinese and Western inks on paper,"Black, cyan, magenta, purple, teal",afterburn eruption,Chromatic Storms,PH4,Nomadic – Emotional Crisis & Expressionism,2024,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240728_102241.jpg,,0,35,"The moment color breaks the geometry. After years of strict monochrome sacred geometry, the Vietnam fieldwork broke the seal on color. But this isn't decorative—it's structural.","Vertical black mass with a purple 'afterburn' eruption. The color appears as residue, as heat signature, as the emotional trace left behind by the gesture."
210003,Ink Storm (Cyan & Magenta),2024-07 to 2024-08,Variable (large format),Chinese and Western inks on paper,"Black, cyan, magenta, purple, teal",destabilized energy,Chromatic Storms,PH4,Nomadic – Emotional Crisis & Expressionism,2024,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240725_104225.jpg,,0,34,"The moment color breaks the geometry. After years of strict monochrome sacred geometry, the Vietnam fieldwork broke the seal on color. But this isn't decorative—it's structural.","Gestural storm-body destabilized by cyan and magenta flares. The black mass can no longer contain the color—it erupts at the edges, chemical and psychedelic."
210002,Wounded Portal (Magenta),2024-07 to 2024-08,Variable (large format),Chinese and Western inks on paper,"Black, cyan, magenta, purple, teal",violent rupture,Portals,PH4,Nomadic – Emotional Crisis & Expressionism,2024,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/Painting_8.jpg,,0,33,"The moment color breaks the geometry. After years of strict monochrome sacred geometry, the Vietnam fieldwork broke the seal on color. But this isn't decorative—it's structural.",A gray radial field split by a violent magenta diagonal slash. The wound is the portal—color breaking through the monochrome discipline like blood through skin.
210001,Purple Portal (Vietnam 01),2024-07 to 2024-08,Variable (large format),Chinese and Western inks on paper,"Black, cyan, magenta, purple, teal",radial bloom,Portals,PH4,Nomadic – Emotional Crisis & Expressionism,2024,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/ph4/20240803_113029.jpg,,0,32,"The moment color breaks the geometry. After years of strict monochrome sacred geometry, the Vietnam fieldwork broke the seal on color. But this isn't decorative—it's structural.",A radial bloom where gray wash feathers outward from a vivid purple core. The geometry tries to hold its shape against the flood of color—the first major reintroduction since 2018.
30005,Big Bang: Diagonal Thrust II,2025-04,100cm x 200cm,Sumi ink on Anhui rice paper,"Black, Gray",brutal,Big Bang,NE,"New Era: Big Bang, Thr3e, Covenant",2025-present,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/bigbang/BB5.jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/bigbang/BB5.jpg,0,5,"The series abandons the centralized, mandala-like compositions characterizing Phases 1–3, adopting instead Field logic where energy traverses the picture plane rather than organizing around focal point.","Second expression of high-velocity diagonal thrust. Where BB2 emphasized lateral sweep, this work shows ink pooling and accumulation at contact zones. The Bone and Flesh registers collaborate—dense blacks provide structure while mid-tone washes create turbulence. Edge-to-edge movement without center."
30001,Big Bang: Breath Aureole,2025-04,100cm x 200cm,Sumi ink on Anhui rice paper,"Black, Gray, Subtle cyan undertones",gentle,Big Bang,NE,"New Era: Big Bang, Thr3e, Covenant",2025-present,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/bigbang/BB1.jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/bigbang/BB1.jpg,1,2,"Feathering, halos, and negative space—saved territory where ink approached but did not consume. Documented throughout series, especially in works emphasizing respiratory quality.",The most delicate of the series. Graduated density aureoles and feathering create a sense of breath held and released. The cyan undertone (rare in this monochrome field) suggests alchemical shift—a trace of color as spirit breaking through matter. The Breath register at its most visible.
30003,Big Bang: Vertical Descent,2025-04,100cm x 200cm,Sumi ink on Anhui rice paper,"Black, Gray",brutal,Big Bang,NE,"New Era: Big Bang, Thr3e, Covenant",2025-present,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/bigbang/BB3.jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/bigbang/BB3.jpg,0,4,"At 100cm x 200cm, these works demand full-body engagement. The paper laid flat on floor or table means the artist moves not as a stationary painter but as a dancer or ritual performer.","Vertical format activates gravity in a different register. Diagonal thrust becomes descent—ink falling, pooling, accumulating at the base. The body choreography shifts when the paper is vertical; the marks trace falling motion rather than lateral sweep. This may be the series test of orientation effect on viscosity."
30006,Big Bang: Geological Core,2025-04,100cm x 200cm,Sumi ink on Anhui rice paper,"Black, Gray, Turbulent mid-tones",brutal,Big Bang,NE,"New Era: Big Bang, Thr3e, Covenant",2025-present,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/bigbang/BB6.jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/bigbang/BB6.jpg,0,6,"The ink demonstrates distinctive viscosity regime. Register 2: The Flesh—mid-tone washes and granulation, produced through geological or biological micro-textures, result of ink sediment settling into paper fiber topography.","Dense-geological at center with atmospheric halo. The Flesh register dominates—mid-tone washes producing geological micro-textures, result of ink sediment settling into paper fiber topography. This work embodies compression where viscosity creates internal complexity and depth through gravity collaboration."
30007,Big Bang: Breath & Bone,2025-04,100cm x 200cm,Sumi ink on Anhui rice paper,"Black, Gray",meditative,Big Bang,NE,"New Era: Big Bang, Thr3e, Covenant",2025-present,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/bigbang/BB7.jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/bigbang/BB7.jpg,0,7,"Register 1: The Bone—highest density blacks, sits on paper fiber rather than soaking through, creates foreground depth with almost three-dimensional presence, functions as structural skeleton.","Hybrid-transitional showing the duality of the viscosity system. The Bone provides structural skeleton (dense blacks at center), while the Breath creates halos and feathering at edges. This work demonstrates that container is no longer drawn but enacted through ink inherent behavior encountering paper inherent resistance."
30002,Big Bang: Diagonal Thrust,2025-04,100cm x 200cm,Sumi ink on Anhui rice paper,"Black, Gray",brutal,Big Bang,NE,"New Era: Big Bang, Thr3e, Covenant",2025-present,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/bigbang/BB2.jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/bigbang/BB2.jpg,1,3,"The biomechanics are whole-body: shoulder-torso-leg coordination, velocity that requires the full structure, not just wrist. The body becomes the primary instrument.","High-velocity traversal. Energy enters one edge and exits another, edge-bleed implying form continuation beyond paper limits. This is Field logic incarnate—the work is an excerpt from a larger force-field, not a self-contained world. Diagonal thrust makes gravity visible as compositional co-author."
30010,Big Bang: Shadow Self,2025-05,100cm x 200cm,Sumi ink on Anhui rice paper,"Black, Warm ochre undertones",mysterious,Big Bang,NE,"New Era: Big Bang, Thr3e, Covenant",2025-present,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/bigbang/BB10.jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/bigbang/BB10.jpg,0,11,"Most bounded, creature-like form in series. If Shadow were to have shape, it might look like this—entity floating against void, both part of self and separate from it.",The outlier. Bounded-figural rather than field-based. This work reads as organism against void—a confrontation with the Shadow Self in Jungian terms. The warm ochre undertones (absent from the cooler atmospheric grays of other works) mark this as the series reckoning with darkness not as absence but as presence. The only work that feels like a figure rather than a force.
30004,Big Bang: Smoke Field,2025-05,100cm x 200cm,Sumi ink on Anhui rice paper,"Black, Gray, Atmospheric smoke",meditative,Big Bang,NE,"New Era: Big Bang, Thr3e, Covenant",2025-present,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/bigbang/BB4.jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/bigbang/BB4.jpg,0,8,"The Breath—feathering, halos, and negative space representing saved territory where ink approached but did not consume. Essential to preventing the image from collapsing into pure darkness.","Atmospheric-dispersed typology. Cloud-masses and breath-space dominate. The Breath register is fully activated here—graduated density aureoles read as the work respiratory system. This is the series at its most quiet, holding tension between presence and dissolution."
30009,Big Bang: Cloud Mass,2025-05,100cm x 200cm,Sumi ink on Anhui rice paper,"Black, Gray, Atmospheric wash",meditative,Big Bang,NE,"New Era: Big Bang, Thr3e, Covenant",2025-present,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/bigbang/BB9.jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/bigbang/BB9.jpg,0,10,These works function as temples dedicated to the act of creation rather than documents of it. Temple is not photograph of worship but site where worship occurred and can occur again.,"Atmospheric-dispersed, cousin to Smoke Field. Cloud-masses dominate, suggesting weather systems or cosmic nebulae. The work hovers between representation (it looks like clouds) and abstraction (it is ink behavior). This is the Field logic at its most elemental—pure atmosphere, pure breath, minimal structure."
30008,Big Bang: Geological Core II,2025-05,100cm x 200cm,Sumi ink on Anhui rice paper,"Black, Gray, Dense turbulent center",brutal,Big Bang,NE,"New Era: Big Bang, Thr3e, Covenant",2025-present,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/bigbang/BB8.jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/bigbang/BB8.jpg,0,9,"The ink pools, settles, responds to earth pull. Paper becomes a basin catching what falls. This is not possible with vertical easel work.","Maximum compression at center with explosive periphery. Where BB6 showed geological formation, this work shows geological pressure—strata compressed into near-singularity. The Flesh register creates turbulence, density, and internal heat. Ink as tectonic force."
30011,THR3E (Standing Bruise),2025-08,100cm x 100cm,Sumi ink on Anhui rice paper,"Black, Gray, Tar-like matte monolith mass with central bruise-light wound",gravitas,Thr3e,NE,"New Era: Big Bang, Thr3e, Covenant",2025-present,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/thr3e/THR3E.jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/thr3e/THR3E.jpg,1,12,"This painting is the Anchor of the 2025 series. While the rectangular works (100cm × 200cm) are the Explorations, this square work is the Definition. It proves that the New Era is not just about size or movement, but about density and presence.","Thr3e compresses Big Bang's eruptive field into a sealed crucible-vessel. The square format traps energy—force that might bleed outward in a rectangle is here reflected back into the interior, building internal pressure until the image becomes a pressure vessel. This is the moment when the artist moves from meteorology (storms that pass) to geology (bedrock that persists). The bruise-light at center is not transcendent or triumphant—it is persistent, the survival of consciousness within overwhelming shadow. This is the definition specimen of New Era geology: what remains when permission is tested under pressure."
30012,Covenant I: Storm-Body,2025-09,100cm x 200cm,Sumi ink on Anhui rice paper,"Black, Gray, Horizontal turbulence",solemn aftermath,Covenant,NE,"New Era: Big Bang, Thr3e, Covenant",2025-present,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/covenant/COVTryptic2.jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/covenant/COVTryptic2.jpg,1,13,Panel I: Collapse and turbulence. The monolithic presence has shattered into horizontal chaos. This is the storm-body that must be organized.,"Storm-body. The first stage of the law: acknowledging chaos. Horizontal flows without coherence, lower masses weighted and collapsed. This is the shadow before it becomes architecture."
30013,Covenant II: Vessel-Body,2025-09,100cm x 200cm,Sumi ink on Anhui rice paper,"Black, Gray, Rib-like voids",solemn aftermath,Covenant,NE,"New Era: Big Bang, Thr3e, Covenant",2025-present,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/covenant/COVTryptic3.jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/covenant/COVTryptic3.jpg,1,14,Panel II: Structure. Organizes around a vertical axis with rib-like void chambers. Pressure energy holds what the storm scattered.,"Vessel-body. The second stage: containment. The vertical axis appears, organizing the chaos into load-bearing structure. This is the crucible at work: weight becoming architecture."
30014,Covenant III: Threshold-Body,2025-09,100cm x 200cm,Sumi ink on Anhui rice paper,"Black, Gray, Opening luminosity",solemn aftermath,Covenant,NE,"New Era: Big Bang, Thr3e, Covenant",2025-present,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/covenant/COVTryptic1.jpg,https://d2xsxph8kpxj0f.cloudfront.net/310519663243139088/ZLCef8c8rdYgPCof2teogL/works/covenant/COVTryptic1.jpg,0,15,Panel III: Emergence. Upward trajectories and a clear threshold. Release energy lifts and opens the void as a luminous portal.,"Threshold-body. The third stage: release. Marks thin and lift, opening a coherent void. This is negative light—luminosity created through emptiness organized into a gateway. The Covenant is sealed here."
240002,Tidal,2025-12,300cm x 1000cm,Acrylic and spray paint on linen,"Copper, gold, cream, blue-black, burnt sienna, raw umber",Gravitas,Covenant,NE,"New Era: Big Bang, Thr3e, Covenant",2025-present,https://files.manuscdn.com/user_upload_by_module/session_file/310519663243139088/HBPLSsdFbphVwyis.jpg,https://files.manuscdn.com/user_upload_by_module/session_file/310519663243139088/HBPLSsdFbphVwyis.jpg,1,16,The commission asked for lunar phases. I gave them a breathing cycle. Seven panels curving around a rotunda—the architecture itself became the ribcage. Each crescent is a held breath; the central sphere exhales. Sumi ink on Anhui paper at this scale required the pendulum rig to swing for hours. I watched the lines accumulate like tides. The oculus above mirrors the central moon. I didn't plan that. The building knew.,"A site-specific meditation on containment and release. The Swire rotunda demanded work that could hold civic weight without collapsing into decoration. Peter answered with the pendulum's oldest logic: gravity as collaborator, repetition as revelation. The seven panels operate as a single respiratory system. The flanking crescents—burnt sienna, raw umber, oxidized copper—are the lungs contracting. The central orb is the pause between inhale and exhale, the moment where nothing moves and everything is possible. The moiré interference patterns across each sphere suggest harmonic resonance: sound made visible, time made tactile. This is not lunar symbolism borrowed. It is lunar logic earned—phases that wax and wane across the curved wall the way attention waxes and wanes across a life. The architecture already held a circle in its ceiling; the work completed the circuit, grounding the sky. Monument-scale ink on paper is a declaration: permanence pursued through the most fragile means. That tension is the point. The Covenant series has always asked how structure emerges from chaos. Here, the answer is spatial—the building becomes the vessel-body, and the viewer stands inside it."
